input,output,target_ie,target_ns,target_tf,winner_ie,winner_ns,winner_tf
"Improvement usually comes from trying something new, stretching your limits a bit, and facing things that make you uneasy.","I find that improvement is best made through trying something completely new, stretching your limits, and facing your fears.",E,N,T,Output,Output,Output
"Since people generally have similar access to education, poverty isn't just caused by a lack of schooling.",But because everyone is given relatively equal education opportunities-there is no excuse to be poor.,E,N,T,Output,Input,Input
Koichi announced his run and said he had won the U.S. presidential election.,Koichi announces his candidacy and victory of the US Presidential Election.,E,N,T,Output,Output,Output
We'll see how people of different types respond to this question.,It will be interesting to see how people of the different types respond to this question.,E,N,T,Input,Output,Input
"Once we have some data, we should see how they usually answer.",Once we have some data we should look at how they tend to answer.,E,N,T,Input,Output,Input
I'm somewhat proud that I supposedly share characteristics with Bill Gates and Napoleon.,I take pride in the fact that I (supposedly) share charcteristics with Bill Gates ANd Napoleon.,E,N,T,Output,Input,Output
I'm trying to reach 15 posts on this forum right now.,Right now I am trying to get to 15 posts on this forum.,E,N,T,Output,Input,Input
I tend to like people who aren't easily labeled or categorized.,I like people who aren't easily labeled and categorized.,E,N,T,Output,Input,Output
"I'm attracted to certain qualities, and personal depth is important to me.",I have certain qualities that I am attracted to with personal depth being very important to me.,E,N,T,Output,Input,Input
I have some respect for that.,"That, I have a great amount of respect for.",E,N,T,Output,Output,Input
It often seems like people who respond to trolls are more annoying than the trolls themselves.,People that feed trolls are generally far more annoying than the person trolling.,E,N,T,Output,Input,Output
I wouldn't really care how I'm remembered; it wouldn't matter to me then.,"I really couldn't care less how I'm remembered, as it would hold no value to me at that point.",E,N,T,Output,Input,Output
I play RPGs and got used to saving and loading to an earlier point if things don't go the way I want.,I enjoy RPGs and got so used to being able to save the game and loading to a previous progress point if the game doesn't turn out the way I want it.,E,N,T,Output,Output,Input
How long is this program?,What is the duration of this program?,E,N,T,Input,Output,Output
"But not having the grades could make progress toward a goal harder, at least in the early stages of a career.","But not having the grades would also mean that one's trajectory to achieve one's goal would be impeded, at least at the early stages of one's career.",E,N,T,Input,Output,Output
"Were their parents well-off, which might mean they didn't have to depend on those grades?","And were their parents well-off, which indicates that they didn't need to rely on those grades anyways?",E,N,T,Output,Output,Output
I talked to a friend today and he said he wished he'd studied more in school because it's now having an effect on his career prospects.,Spoke to a friend regarding this today and he said he regretted being lazy and not studying harder to get better results in school exams as it's currently affecting his career prospects.,E,N,T,Input,Input,Input
Give them the work you don't want to do and have them handle it.,- Give them all the work you don't want to do and make them do it.,E,N,T,Output,Output,Output
It's less about right or wrong and more about what works and what doesn't.,"I really don't care about what is right or wrong, I only care about what works and what doesn't.",E,N,T,Output,Input,Input
I don't mind the loneliness that would come with extreme success or power.,I honestly don't mind the 'loneliness' that would have came with extreme success/power.,E,N,T,Input,Output,Input
I've been able to manage my urges.,I have learned to really control my 'urges'.,E,N,T,Output,Output,Output
"I live in a world full of people, and it seems like they're the ones who make things happen.","I live in a world full of people, and to me, people are what make things happen.",E,N,T,Input,Input,Input
"They have a coaching program to help freshmen adjust to ASU life, and they can also act as a student advocate in those situations.","They have a coaching program designed for freshmen to adjust to ASU life, but they also can act as a sort of student advocate in these types of situations.",E,N,T,Input,Output,Input
"If nothing else, they should have an idea which way to point you to get this resolved.","If nothing else, they'll know exactly what direction to point you in to get this resolved.",E,N,T,Output,Input,Output
You might want to let the ASU administration know about this.,You absolutely need to let ASU administration know about this.,E,N,T,Output,Input,Output
I've worked with ASU's student resources departments and can put you in touch with a staff member I recommend who can help you get the support you need and follow up to address accountability for what happened.,I've worked with the ASU student resources departments and can connect you with an ASU staffer I personally vouch for who can get you the support you need as well as make sure this person is held accountable for what they've done.,E,N,T,Output,Input,Input
This kind of thing shouldn't happen on any of our campuses.,This type of thing can't be tolerated on any of our campuses.,E,N,T,Output,Input,Output
