text,true_label,predicted_label,confidence
Using this method I can stretch out a little product for much longer than any other method.,I,I,0.55
"For reference, I am a journeyman carpenter and have looked at this picture, on a wall, in every class for 4 years, aside from all the other they teach.",I,I,0.58
i think those are shows isaac likes too .,I,I,0.58
wall wow the one piece arc airing on adult swim right now is really good .,I,E,0.62
how long until i get to this good anime stuff ?,I,E,0.65
woah wait my photo didn't post ! !,I,E,0.57
rt : so much respect for people like this .,I,E,0.6
i sleep now why am i awake ill pay you oh ok i threw up why are my guts so fucked up i cant stop barfing aaauuuaaua .,I,I,0.62
please kill me how didnt i see that everything that could be fucked up and wrong with a human body is happening to me starting to think maybe alcohol is bad and shouldnt be consumed too often or in in excess ?,I,,
"tgrowing this shit in the garbage from here on out i watched that english dub clip of 1999 hisoka which probably was a bad move while im this nauseated no this is too much its those two guys itsbecauseofthem that im so agitated probably true everyones nauseous today every time i open tumblr mobile the clip of obama saying "" you mean thr chaos emeralds "" starts playing planning in that i buy materials and schedule months ahead , procrastinator in that i still end up doing it all a week beforehand stop im going to try eating a chip did i miss that beautiful johnny i want to crush up that johnny and snort it a beautiful a beautiful picture ! !",I,I,0.63
this window is closing hhuuuaghggh i never expect that image when i see it but i walked into it that time honestly i ate the chip and didnt die hurgh nadine i feel like this pic reached that border on self parody he feels like cottage cheese gamgergaters sunk the armored battleship carrying the raw amiibo material across the atlantic im going to buy the yarn yoshi amiibo andn burn him i will never understand adoptables and this is why i am not ever gioing to profit off the furry market and ought to stick to hentai m vile .,I,I,0.61
"scum-of-the-earth i should probably make a hair appointment but aaa aaaa what if they fuck up my hairs right before maine , and i look like a fool aa aaaa aaa i am going to animate this pulling all my worthless hairs out its just leg hairs .",I,I,0.72
"haha ill just finish this trans , 2nd to the last page na .",I,E,0.6
may lec and lab siyang diniscuss .,I,I,0.55
no wonder im so agit tumakbo ako nung nxt run .,I,E,0.62
and make sure na may slot ka sa course na yun try mo .,I,E,0.58
"well , food break muna study for mycology practicals ?",I,I,0.61
i want one gonna have to go easy on my right shoulder .,I,I,0.6
my right shoulder keeps going in pain if i carry heavy things gr sometimes it hurts so much i can't use my arm very well for a while it's annoying but i'm lucky it doesn't last the entire day and without reason .,I,I,0.65
"i get to share this amazing screen thank you lord i'm gonna be making badges like these for cfz tagged by mine is literally based of my character , pyro bc i'm boring .",I,E,0.66
"[ furry art ] would anyone want to commission me for badges for ( pay what you want , minimum 5 ) i will dm you !",I,E,0.66
that some serious arm muscle right there damn bump !,I,E,0.68
"george clooney can't play obama ... because he's real , whereas bond is fictional so anyone can be cast .",I,E,0.65
rub some vick on the soles of your feet .,I,I,0.62
i usually take homeopathy and haven't had a cold in 7 years ... until this year when i didn't take it .,I,I,0.6
smh i have an urge to watch the film now .,I,I,0.62
"not my choice , can't stand it .",I,I,0.58
